Team,xG,Goals,Home/Away,Game
Man City,4.98,5,Away,Club Brugge 1-5 Man City
Arsenal,1.84,2,Home,Arsenal 2-2 Crystal Palace
Crystal Palace,0.53,2,Away,Arsenal 2-2 Crystal Palace
Newcastle,0.57,2,Home,Newcastle 2-3 Spurs
Spurs,1.62,3,Away,Newcastle 2-3 Spurs
Everton,0.89,0,Home,Everton 0-1 West Ham
West Ham,1.76,1,Away,Everton 0-1 West Ham
Brentford,1.88,0,Home,Brentford 0-1 Chelsea
Chelsea,0.28,1,Away,Brentford 0-1 Chelsea
Aston Villa,1.06,2,Home,Aston Villa 2-3 Wolves
Wolves,1.70,3,Away,Aston Villa 2-3 Wolves
Leicester,2.84,4,Home,Leicester 4-2 Man Utd
Man Utd,1.01,2,Away,Leicester 4-2 Man Utd
Man City,2.14,2,Home,Man City 2-0 Burnley
Burnley,0.93,0,Away,Man City 2-0 Burnley
Norwich,1.15,0,Home,Norwich 0-0 Brighton
Brighton,1.25,0,Away,Norwich 0-0 Brighton
Southampton,1.95,1,Home,Southampton 1-0 Leeds
Leeds,0.47,0,Away,Southampton 1-0 Leeds
Watford,0.19,0,Home,Watford 0-5 Liverpool
Liverpool,3.55,5,Away,Watford 0-5 Liverpool
England,2.26,1,Home,England 1-1 Hungary
Hungary,1.10,1,Away,England 1-1 Hungary
Andorra,0.03,0,Home,Andorra 0-5 England
England,4.38,5,Away,Andorra 0-5 England
Liverpool,1.10,2,Home,Liverpool 2-2 Man City
Man City,0.96,2,Away,Liverpool 2-2 Man City
West Ham,1.70,1,Home,West Ham 1-2 Brentford
Brentford,1.59,2,Away,West Ham 1-2 Brentford
C Palace,1.31,2,Home,C Palace 2-2 Leicester
Leicester,0.93,2,Away,C Palace 2-2 Leicester
Tottenham,1.44,2,Home,Tottenham 2-1 Aston Villa
Aston Villa,1.14,1,Away,Tottenham 2-1 Aston Villa
Brighton,1.31,0,Home,Brighton 0-0 Arsenal
Arsenal,0.38,0,Away,Brighton 0-0 Arsenal
Wolves,0.93,2,Home,Wolves 2-1 Newcastle
Newcastle,0.85,1,Away,Wolves 2-1 Newcastle
Leeds,1.32,1,Home,Leeds 1-0 Watford
Watford,0.19,0,Away,Leeds 1-0 Watford
Chelsea,3.39,3,Home,Chelsea 3-1 Southampton
Southampton,1.56,1,Away,Chelsea 3-1 Southampton
Man Utd,0.92,1,Home,Man Utd 1-1 Everton
Everton,1.28,1,Away,Man Utd 1-1 Everton
West Ham,2.20,2,Home,West Ham 2-0 Rapid Wien
Rapid Wien,0.41,0,Away,West Ham 2-0 Rapid Wien
Legia Warsaw,1.14,1,Home,Legia Warsaw 1-0 Leicester
Leicester,1.51,0,Away,Legia Warsaw 1-0 Leicester
Juventus,0.85,1,Home,Juventus 1-0 Chelsea
Chelsea,1.37,0,Away,Juventus 1-0 Chelsea
Man Utd,1.34,2,Home,Man Utd 2-1 Villarreal
Villarreal,2.76,1,Away,Man Utd 2-1 Villarreal
PSG,0.48,2,Home,PSG 2-0 Man City
Man City,1.97,0,Away,PSG 2-0 Man City
Porto,1.05,1,Home,Porto 1-5 Liverpool
Liverpool,4.01,5,Away,Porto 1-5 Liverpool
Crystal Palace,1.41,1,Home,Crystal Palace 1-1 Brighton
Brighton,1.02,1,Away,Crystal Palace 1-1 Brighton
Arsenal,1.49,3,Home,Arsenal 3-1 Spurs
Spurs,1.06,1,Away,Arsenal 3-1 Spurs
Southampton,0.90,0,Home,Southampton 0-1 Wolves
Wolves,1.19,1,Away,Southampton 0-1 Wolves
Brentford,3.09,3,Home,Brentford 3-3 Liverpool
Liverpool,2.43,3,Away,Brentford 3-3 Liverpool
Leeds,1.00,1,Home,Leeds 1-2 West Ham
West Ham,2.28,2,Away,Leeds 1-2 West Ham
Watford,0.77,1,Home,Watford 1-1 Newcastle
Newcastle,2.23,1,Away,Watford 1-1 Newcastle
Leicester,2.11,2,Home,Leicester 2-2 Burnley
Burnley,0.39,2,Away,Leicester 2-2 Burnley
Everton,2.09,2,Home,Everton 2-0 Norwich
Norwich,0.75,0,Away,Everton 2-0 Norwich
Man Utd,2.27,0,Home,Man Utd 0-1 Aston Villa
Aston Villa,1.46,1,Away,Man Utd 0-1 Aston Villa
Chelsea,0.22,0,Home,Chelsea 0-1 Man City
Man City,1.70,1,Away,Chelsea 0-1 Man City
Tottenham,0.79,0,Home,Tottenham 0-3 Chelsea
Chelsea,2.50,3,Away,Tottenham 0-3 Chelsea
West Ham,1.67,1,Home,West Ham 1-2 Man Utd
Man Utd,2.06,2,Away,West Ham 1-2 Man Utd
Brighton,1.63,2,Home,Brighton 2-1 Leicester
Leicester,1.48,1,Away,Brighton 2-1 Leicester
Aston Villa,0.96,3,Home,Aston Villa 3-0 3-0 (0.96) Everton
3-0 (0.96) Everton,0.96,0,Away,Aston Villa 3-0 3-0 (0.96) Everton
Man City,1.23,0,Home,Man City 0-0 Southampton
Southampton,0.51,0,Away,Man City 0-0 Southampton
Burnley,1.06,0,Home,Burnley 0-1 Arsenal
Arsenal,0.95,1,Away,Burnley 0-1 Arsenal
Liverpool,3.30,3,Home,Liverpool 3-0 C Palace
C Palace,0.62,0,Away,Liverpool 3-0 C Palace
Wolves,1.26,0,Home,Wolves 0-2 Brentford
Brentford,1.92,2,Away,Wolves 0-2 Brentford
Newcastle,1.42,1,Home,Newcastle 1-1 Leeds
Leeds,1.66,1,Away,Newcastle 1-1 Leeds
Leicester,0.97,2,Home,Leicester 2-2 Napoli
Napoli,2.38,2,Away,Leicester 2-2 Napoli
Real Betis,2.53,4,Home,Real Betis 4-3 Celtic
Celtic,2.59,3,Away,Real Betis 4-3 Celtic
Dinamo Zagreb,0.46,0,Home,Dinamo Zagreb 0-2 West Ham
West Ham,1.41,2,Away,Dinamo Zagreb 0-2 West Ham
Man City,2.74,6,Home,Man City 6-3 RB Leipzig
RB Leipzig,1.19,3,Away,Man City 6-3 RB Leipzig
Liverpool,2.73,3,Home,Liverpool 3-2 AC Milan
AC Milan,1.51,2,Away,Liverpool 3-2 AC Milan
Brugge,1.40,1,Home,Brugge 1-1 PSG
PSG,1.46,1,Away,Brugge 1-1 PSG
Chelsea,0.82,1,Home,Chelsea 1-0 Zenit
Zenit,1.10,0,Away,Chelsea 1-0 Zenit
Barcelona,0.20,0,Home,Barcelona 0-3 Bayern
Bayern,2.43,3,Away,Barcelona 0-3 Bayern
Young Boys,1.46,2,Home,Young Boys 2-1 Man Utd
Man Utd,0.52,1,Away,Young Boys 2-1 Man Utd
Everton,1.61,3,Home,Everton 3-1 Burnley
Burnley,1.51,1,Away,Everton 3-1 Burnley
Leeds,0.89,0,Home,Leeds 0-3 Liverpool
Liverpool,4.36,3,Away,Leeds 0-3 Liverpool
Chelsea,1.35,3,Home,Chelsea 3-0 Aston Villa
Aston Villa,1.37,0,Away,Chelsea 3-0 Aston Villa
Leicester,0.71,0,Home,Leicester 0-1 Man City
Man City,2.89,1,Away,Leicester 0-1 Man City
Arsenal,2.40,1,Home,Arsenal 1-0 Norwich
Norwich,0.54,0,Away,Arsenal 1-0 Norwich
Man Utd,2.58,4,Home,Man Utd 4-1 Newcastle
Newcastle,0.63,1,Away,Man Utd 4-1 Newcastle
Brentford,0.71,0,Home,Brentford 0-1 Brighton
Brighton,0.19,1,Away,Brentford 0-1 Brighton
C Palace,3.07,3,Home,C Palace 3-0 Spurs
Spurs,0.08,0,Away,C Palace 3-0 Spurs
Poland,1.00,1,Home,Poland 1-1 England
England,0.64,1,Away,Poland 1-1 England
England,3.28,4,Home,England 4-0 Andorra
Andorra,0.01,0,Away,England 4-0 Andorra
Hungary,0.19,0,Home,Hungary 0-4 England
England,3.39,4,Away,Hungary 0-4 England
Wolves,2.01,0,Home,Wolves 0-1 Man Utd
Man Utd,0.66,1,Away,Wolves 0-1 Man Utd
Tottenham,1.09,1,Home,Tottenham 1-0 Watford
Watford,0.71,0,Away,Tottenham 1-0 Watford
Burnley,1.70,1,Home,Burnley 1-1 Leeds
Leeds,1.57,1,Away,Burnley 1-1 Leeds
Liverpool,2.43,1,Home,Liverpool 1-1 Chelsea
Chelsea,0.60,1,Away,Liverpool 1-1 Chelsea
Newcastle,1.28,2,Home,Newcastle 2-2 Southampton
Southampton,3.57,2,Away,Newcastle 2-2 Southampton
West Ham,1.43,2,Home,West Ham 2-2 Crystal Palace
Crystal Palace,1.81,2,Away,West Ham 2-2 Crystal Palace
Man City,3.92,5,Home,Man City 5-0 Arsenal
Arsenal,0.11,0,Away,Man City 5-0 Arsenal
West Ham,2.51,4,Home,West Ham 4-1 Leicester
Leicester,0.78,1,Away,West Ham 4-1 Leicester
Arsenal,0.54,0,Home,Arsenal 0-2 Chelsea
Chelsea,3.04,2,Away,Arsenal 0-2 Chelsea
Wolves,1.50,0,Home,Wolves 0-1 Tottenham
Tottenham,1.53,1,Away,Wolves 0-1 Tottenham
Southampton,0.62,1,Home,Southampton 1-1 Man Utd
Man Utd,2.15,1,Away,Southampton 1-1 Man Utd
Brighton,1.47,2,Home,Brighton 2-0 Watford
Watford,0.44,0,Away,Brighton 2-0 Watford
Leeds,0.68,2,Home,Leeds 2-2 Everton
Everton,1.62,2,Away,Leeds 2-2 Everton
Man City,2.36,5,Home,Man City 5-0 Norwich
Norwich,0.04,0,Away,Man City 5-0 Norwich
Liverpool,2.85,2,Home,Liverpool 2-0 Burnley
Burnley,0.77,0,Away,Liverpool 2-0 Burnley
Spurs,1.06,1,Home,Spurs 1-0 Man City
Man City,2.24,0,Away,Spurs 1-0 Man City
Newcastle,1.72,2,Home,Newcastle 2-4 West Ham
West Ham,3.12,4,Away,Newcastle 2-4 West Ham
Norwich,1.25,0,Home,Norwich 0-3 Liverpool
Liverpool,2.03,3,Away,Norwich 0-3 Liverpool
Burnley,1.79,1,Home,Burnley 1-2 Brighton
Brighton,1.60,2,Away,Burnley 1-2 Brighton
Watford,0.98,3,Home,Watford 3-2 Aston Villa
Aston Villa,1.04,2,Away,Watford 3-2 Aston Villa
Chelsea,1.21,3,Home,Chelsea 3-0 C Palace
C Palace,0.35,0,Away,Chelsea 3-0 C Palace
Man Utd,1.60,5,Home,Man Utd 5-1 Leeds
Leeds,0.67,1,Away,Man Utd 5-1 Leeds
Brentford,1.59,2,Home,Brentford 2-0 Arsenal
Arsenal,1.14,0,Away,Brentford 2-0 Arsenal
Ukraine,0.32,0,Home,Ukraine 0-4 England
England,2.14,4,Away,Ukraine 0-4 England
Czech R.,1.63,1,Home,Czech R. 1-2 Denmark
Denmark,1.57,2,Away,Czech R. 1-2 Denmark
Belgium,1.90,1,Home,Belgium 1-2 Italy
Italy,1.73,2,Away,Belgium 1-2 Italy
England,1.38,2,Home,England 2-0 Germany
Germany,1.33,0,Away,England 2-0 Germany
Belgium,0.23,1,Home,Belgium 1-0 Portugal
Portugal,1.56,0,Away,Belgium 1-0 Portugal
Netherlands,0.74,0,Home,Netherlands 0-2 Czech Republic
Czech Republic,1.80,2,Away,Netherlands 0-2 Czech Republic
Wales,0.60,0,Home,Wales 0-4 Denmark
Denmark,3.13,4,Away,Wales 0-4 Denmark
Portugal,2.46,2,Home,Portugal 2-2 France
France,1.73,2,Away,Portugal 2-2 France
Germany,2.24,2,Home,Germany 2-2 Hungary
Hungary,0.80,2,Away,Germany 2-2 Hungary
Slovakia,0.11,0,Home,Slovakia 0-5 Spain
Spain,3.56,5,Away,Slovakia 0-5 Spain
Sweden,1.30,3,Home,Sweden 3-2 Poland
Poland,2.38,2,Away,Sweden 3-2 Poland
Croatia,0.78,3,Home,Croatia 3-1 Scotland
Scotland,1.54,1,Away,Croatia 3-1 Scotland
Czech Rep.,0.36,0,Home,Czech Rep. 0-1 England
England,1.31,1,Away,Czech Rep. 0-1 England
Finland,0.36,0,Home,Finland 0-2 Belgium
Belgium,1.50,2,Away,Finland 0-2 Belgium
Russia,1.03,1,Home,Russia 1-4 Denmark
Denmark,2.47,4,Away,Russia 1-4 Denmark
Ukraine,0.29,0,Home,Ukraine 0-1 Austria
Austria,1.77,1,Away,Ukraine 0-1 Austria
N Macedonia,1.31,0,Home,N Macedonia 0-3 Netherlands
Netherlands,3.48,3,Away,N Macedonia 0-3 Netherlands
Switzerland,2.01,3,Home,Switzerland 3-1 Turkey
Turkey,1.08,1,Away,Switzerland 3-1 Turkey
Italy,1.93,1,Home,Italy 1-0 S̶t̶o̶k̶e̶ Wales
S̶t̶o̶k̶e̶ Wales,0.56,0,Away,Italy 1-0 S̶t̶o̶k̶e̶ Wales
Spain,3.36,1,Home,Spain 1-1 Poland
Poland,1.35,1,Away,Spain 1-1 Poland
Portugal,1.83,2,Home,Portugal 2-4 Germany
Germany,2.63,4,Away,Portugal 2-4 Germany
Hungary,0.58,1,Home,Hungary 1-1 France
France,2.70,1,Away,Hungary 1-1 France
England,1.72,0,Home,England 0-0 Scotland
Scotland,0.99,0,Away,England 0-0 Scotland
Croatia,1.03,1,Home,Croatia 1-1 Czech Republic
Czech Republic,1.54,1,Away,Croatia 1-1 Czech Republic
Sweden,2.29,1,Home,Sweden 1-0 Slovakia
Slovakia,0.63,0,Away,Sweden 1-0 Slovakia
Netherlands,3.57,2,Home,Netherlands 2-0 Austria
Austria,0.67,0,Away,Netherlands 2-0 Austria
Denmark,2.35,1,Home,Denmark 1-2 Belgium
Belgium,0.98,2,Away,Denmark 1-2 Belgium
Ukraine,3.79,2,Home,Ukraine 2-1 N Macedonia
N Macedonia,1.56,1,Away,Ukraine 2-1 N Macedonia
Italy,2.89,3,Home,Italy 3-0 Switzerland
Switzerland,0.23,0,Away,Italy 3-0 Switzerland
Turkey,1.76,0,Home,Turkey 0-2 Wales
Wales,3.95,2,Away,Turkey 0-2 Wales
Finland,0.80,0,Home,Finland 0-1 Russia
Russia,1.24,1,Away,Finland 0-1 Russia
France,0.29,1,Home,France 1-0 Germany
Germany,1.26,0,Away,France 1-0 Germany
Hungary,0.19,0,Home,Hungary 0-3 Portugal
Portugal,3.05,3,Away,Hungary 0-3 Portugal
Spain,2.47,0,Home,Spain 0-0 Sweden
Sweden,1.34,0,Away,Spain 0-0 Sweden
Poland,1.64,1,Home,Poland 1-2 Slovakia
Slovakia,0.49,2,Away,Poland 1-2 Slovakia
Scotland,2.31,0,Home,Scotland 0-2 Czech Republic
Czech Republic,0.91,2,Away,Scotland 0-2 Czech Republic
Netherlands,2.15,3,Home,Netherlands 3-2 Ukraine
Ukraine,0.63,2,Away,Netherlands 3-2 Ukraine
Austria,2.58,3,Home,Austria 3-1 Macedonia
Macedonia,0.78,1,Away,Austria 3-1 Macedonia
England,1.54,1,Home,England 1-0 Croatia
Croatia,0.37,0,Away,England 1-0 Croatia
Belgium,1.61,3,Home,Belgium 3-0 Russia
Russia,0.23,0,Away,Belgium 3-0 Russia
Denmark,1.87,0,Home,Denmark 0-1 Finland
Finland,0.52,1,Away,Denmark 0-1 Finland
Wales,0.45,1,Home,Wales 1-1 Switzerland
Switzerland,1.98,1,Away,Wales 1-1 Switzerland
Turkey,0.60,0,Home,Turkey 0-3 Italy
Italy,2.07,3,Away,Turkey 0-3 Italy
Man City,0.52,0,Home,Man City 0-1 Chelsea
Chelsea,1.59,1,Away,Man City 0-1 Chelsea
Brentford,1.47,2,Home,Brentford 2-0 Swansea
Swansea,0.98,0,Away,Brentford 2-0 Swansea
Wolves,1.04,1,Home,Wolves 1-2 Man Utd
Man Utd,2.14,2,Away,Wolves 1-2 Man Utd
Aston Villa,1.17,2,Home,Aston Villa 2-1 Chelsea
Chelsea,3.78,1,Away,Aston Villa 2-1 Chelsea
Liverpool,2.09,2,Home,Liverpool 2-0 C Palace
C Palace,0.72,0,Away,Liverpool 2-0 C Palace
Leicester,1.98,2,Home,Leicester 2-4 Tottenham
Tottenham,2.13,4,Away,Leicester 2-4 Tottenham
Man City,2.36,5,Home,Man City 5-0 Everton
Everton,1.13,0,Away,Man City 5-0 Everton
Arsenal,0.70,2,Home,Arsenal 2-0 Brighton
Brighton,0.24,0,Away,Arsenal 2-0 Brighton
Swansea,0.34,1,Home,Swansea 1-1 Barnsley
Barnsley,0.78,1,Away,Swansea 1-1 Barnsley
Brentford,3.13,3,Home,Brentford 3-1 Bournemouth
Bournemouth,0.46,1,Away,Brentford 3-1 Bournemouth
West Brom,1.33,1,Home,West Brom 1-3 West Ham
West Ham,3.78,3,Away,West Brom 1-3 West Ham
Burnley,0.99,0,Home,Burnley 0-3 Liverpool
Liverpool,3.04,3,Away,Burnley 0-3 Liverpool
C Palace,1.15,1,Home,C Palace 1-3 Arsenal
Arsenal,1.86,3,Away,C Palace 1-3 Arsenal
Spurs,0.83,1,Home,Spurs 1-2 Aston Villa
Aston Villa,1.59,2,Away,Spurs 1-2 Aston Villa
Everton,0.82,1,Home,Everton 1-0 Wolves
Wolves,0.40,0,Away,Everton 1-0 Wolves
Chelsea,3.09,2,Home,Chelsea 2-1 Leicester
Leicester,1.02,1,Away,Chelsea 2-1 Leicester
Brighton,1.43,3,Home,Brighton 3-2 Man City
Man City,0.98,2,Away,Brighton 3-2 Man City
Southampton,1.47,0,Home,Southampton 0-2 Leeds
Leeds,1.71,2,Away,Southampton 0-2 Leeds
Man Utd,0.86,1,Home,Man Utd 1-1 Fulham
Fulham,1.04,1,Away,Man Utd 1-1 Fulham
Barnsley,1.25,0,Home,Barnsley 0-1 Swansea
Swansea,0.34,1,Away,Barnsley 0-1 Swansea
Bournemouth,1.10,1,Home,Bournemouth 1-0 Brentford
Brentford,1.68,0,Away,Bournemouth 1-0 Brentford
Everton,1.63,0,Home,Everton 0-1 Sheffield Utd
Sheffield Utd,1.18,1,Away,Everton 0-1 Sheffield Utd
West Brom,1.24,1,Home,West Brom 1-2 Liverpool
Liverpool,2.36,2,Away,West Brom 1-2 Liverpool
Spurs,3.88,2,Home,Spurs 2-0 Wolves
Wolves,1.05,0,Away,Spurs 2-0 Wolves
C Palace,2.01,3,Home,C Palace 3-2 Aston Villa
Aston Villa,1.40,2,Away,C Palace 3-2 Aston Villa
Brighton,0.91,1,Home,Brighton 1-1 West Ham
West Ham,2.07,1,Away,Brighton 1-1 West Ham
Chelsea,1.13,0,Home,Chelsea 0-1 Leicester
Leicester,0.56,1,Away,Chelsea 0-1 Leicester
Southampton,1.96,3,Home,Southampton 3-1 Fulham
Fulham,0.81,1,Away,Southampton 3-1 Fulham
Burnley,1.40,0,Home,Burnley 0-4 Leeds
Leeds,2.08,4,Away,Burnley 0-4 Leeds
Newcastle,2.47,3,Home,Newcastle 3-4 Man City
Man City,1.62,4,Away,Newcastle 3-4 Man City
Man Utd,1.87,2,Home,Man Utd 2-4 Liverpool
Liverpool,3.10,4,Away,Man Utd 2-4 Liverpool
Aston Villa,0.68,0,Home,Aston Villa 0-0 Everton
Everton,1.19,0,Away,Aston Villa 0-0 Everton
Chelsea,1.85,0,Home,Chelsea 0-1 Arsenal
Arsenal,0.59,1,Away,Chelsea 0-1 Arsenal
Southampton,1.41,3,Home,Southampton 3-1 C Palace
C Palace,1.65,1,Away,Southampton 3-1 C Palace
Man Utd,0.24,1,Home,Man Utd 1-2 Leicester
Leicester,1.08,2,Away,Man Utd 1-2 Leicester
Fulham,0.89,0,Home,Fulham 0-2 Burnley
Burnley,1.77,2,Away,Fulham 0-2 Burnley
Arsenal,0.98,3,Home,Arsenal 3-1 West Brom
West Brom,1.86,1,Away,Arsenal 3-1 West Brom
West Ham,1.31,0,Home,West Ham 0-1 Everton
Everton,1.54,1,Away,West Ham 0-1 Everton
Aston Villa,0.62,1,Home,Aston Villa 1-3 Man Utd
Man Utd,1.79,3,Away,Aston Villa 1-3 Man Utd
Wolves,1.18,2,Home,Wolves 2-1 Brighton
Brighton,0.35,1,Away,Wolves 2-1 Brighton
Liverpool,2.23,2,Home,Liverpool 2-0 Southampton
Southampton,1.21,0,Away,Liverpool 2-0 Southampton
Man City,1.81,1,Home,Man City 1-2 Chelsea
Chelsea,0.58,2,Away,Man City 1-2 Chelsea
Sheffield Utd,0.79,0,Home,Sheffield Utd 0-2 C Palace
C Palace,2.20,2,Away,Sheffield Utd 0-2 C Palace
Derby,1.66,3,Home,Derby 3-3 Sheffield Wed
Sheffield Wed,2.13,3,Away,Derby 3-3 Sheffield Wed
Leeds,2.62,3,Home,Leeds 3-1 Spurs
Spurs,1.04,1,Away,Leeds 3-1 Spurs
Leicester,2.58,2,Home,Leicester 2-4 Newcastle
Newcastle,3.48,4,Away,Leicester 2-4 Newcastle
Roma,4.51,3,Home,Roma 3-2 Man Utd
Man Utd,2.04,2,Away,Roma 3-2 Man Utd
Arsenal,1.07,0,Home,Arsenal 0-0 Villarreal
Villarreal,0.35,0,Away,Arsenal 0-0 Villarreal
Chelsea,3.56,2,Home,Chelsea 2-0 Real Madrid
Real Madrid,0.49,0,Away,Chelsea 2-0 Real Madrid
Man City,1.54,2,Home,Man City 2-0 PSG
PSG,0.88,0,Away,Man City 2-0 PSG
Burnley,2.26,1,Home,Burnley 1-2 West Ham
West Ham,2.36,2,Away,Burnley 1-2 West Ham
West Brom,1.34,1,Home,West Brom 1-1 Wolves
Wolves,1.25,1,Away,West Brom 1-1 Wolves
Gareth Bale,1.13,3,Home,Gareth Bale 3-0 Sheffield Utd
Sheffield Utd,0.42,0,Away,Gareth Bale 3-0 Sheffield Utd
Spurs,2.31,4,Home,Spurs 4-0 Sheffield Utd
Sheffield Utd,0.42,0,Away,Spurs 4-0 Sheffield Utd
Newcastle,0.27,0,Home,Newcastle 0-2 Arsenal
Arsenal,2.03,2,Away,Newcastle 0-2 Arsenal
Everton,1.32,1,Home,Everton 1-2 Aston Villa
Aston Villa,1.84,2,Away,Everton 1-2 Aston Villa
Chelsea,1.38,2,Home,Chelsea 2-0 Fulham
Fulham,0.40,0,Away,Chelsea 2-0 Fulham
Brighton,2.49,2,Home,Brighton 2-0 Leeds
Leeds,0.51,0,Away,Brighton 2-0 Leeds
C Palace,0.67,0,Home,C Palace 0-2 Man City
Man City,2.48,2,Away,C Palace 0-2 Man City
Man Utd,4.52,6,Home,Man Utd 6-2 Roma
Roma,1.86,2,Away,Man Utd 6-2 Roma
Villarreal,1.35,2,Home,Villarreal 2-1 Arsenal
Arsenal,1.36,1,Away,Villarreal 2-1 Arsenal
PSG,1.53,1,Home,PSG 1-2 Man City
Man City,0.89,2,Away,PSG 1-2 Man City
Real Madrid,0.76,1,Home,Real Madrid 1-1 Chelsea
Chelsea,1.70,1,Away,Real Madrid 1-1 Chelsea
Leicester,1.07,2,Home,Leicester 2-1 C Palace
C Palace,0.99,1,Away,Leicester 2-1 C Palace
Aston Villa,3.41,2,Home,Aston Villa 2-2 West Brom
West Brom,1.76,2,Away,Aston Villa 2-2 West Brom
Man City,2.82,1,Home,Man City 1-0 Spurs
Spurs,0.04,0,Away,Man City 1-0 Spurs
Leeds,0.33,0,Home,Leeds 0-0 Man Utd
Man Utd,1.05,0,Away,Leeds 0-0 Man Utd
Wolves,0.36,0,Home,Wolves 0-3 Chris Wood
Chris Wood,1.41,3,Away,Wolves 0-3 Chris Wood
Wolves,0.36,0,Home,Wolves 0-4 Burnley
Burnley,2.43,4,Away,Wolves 0-4 Burnley
Sheffield Utd,0.87,1,Home,Sheffield Utd 1-0 Brighton
Brighton,1.99,0,Away,Sheffield Utd 1-0 Brighton
West Ham,0.41,0,Home,West Ham 0-1 Chelsea
Chelsea,2.34,1,Away,West Ham 0-1 Chelsea
Liverpool,2.98,1,Home,Liverpool 1-1 Newcastle
Newcastle,0.95,1,Away,Liverpool 1-1 Newcastle
Arsenal,0.82,0,Home,Arsenal 0-1 Everton
Everton,0.63,1,Away,Arsenal 0-1 Everton
Leicester,2.20,3,Home,Leicester 3-0 West Brom
West Brom,0.40,0,Away,Leicester 3-0 West Brom
Aston Villa,0.74,1,Home,Aston Villa 1-2 Man City
Man City,1.15,2,Away,Aston Villa 1-2 Man City
Spurs,1.43,2,Home,Spurs 2-1 Southampton
Southampton,1.33,1,Away,Spurs 2-1 Southampton
Chelsea,0.67,0,Home,Chelsea 0-0 Brighton
Brighton,0.48,0,Away,Chelsea 0-0 Brighton
Leeds,2.85,1,Home,Leeds 1-1 Liverpool
Liverpool,1.53,1,Away,Leeds 1-1 Liverpool
Leicester,1.19,1,Home,Leicester 1-0 Southampton
Southampton,0.27,0,Away,Leicester 1-0 Southampton
Man Utd,2.96,3,Home,Man Utd 3-1 Burnley
Burnley,1.06,1,Away,Man Utd 3-1 Burnley
Arsenal,2.93,1,Home,Arsenal 1-1 Fulham
Fulham,0.87,1,Away,Arsenal 1-1 Fulham
Wolves,1.44,1,Home,Wolves 1-0 Sheffield Utd
Sheffield Utd,0.38,0,Away,Wolves 1-0 Sheffield Utd
Chelsea,1.42,1,Home,Chelsea 1-0 Man City
Man City,0.76,0,Away,Chelsea 1-0 Man City
Newcastle,2.40,3,Home,Newcastle 3-2 West Ham
West Ham,2.34,2,Away,Newcastle 3-2 West Ham
Everton,2.46,2,Home,Everton 2-2 Tottenham
Tottenham,1.63,2,Away,Everton 2-2 Tottenham
Man Utd,1.38,2,Home,Man Utd 2-0 Granada
Granada,0.86,0,Away,Man Utd 2-0 Granada
Slavia Prague,0.21,0,Home,Slavia Prague 0-4 Arsenal
Arsenal,1.94,4,Away,Slavia Prague 0-4 Arsenal
Liverpool,1.23,0,Home,Liverpool 0-0 Real Madrid
Real Madrid,0.83,0,Away,Liverpool 0-0 Real Madrid
Dortmund,0.52,1,Home,Dortmund 1-2 Man City
Man City,2.65,2,Away,Dortmund 1-2 Man City
Chelsea,1.10,0,Home,Chelsea 0-1 Porto
Porto,0.61,1,Away,Chelsea 0-1 Porto
PSG,1.86,0,Home,PSG 0-1 Bayern
Bayern,1.53,1,Away,PSG 0-1 Bayern
Brighton,1.27,0,Home,Brighton 0-0 Everton
Everton,0.36,0,Away,Brighton 0-0 Everton
West Brom,2.81,3,Home,West Brom 3-0 Southampton
Southampton,1.53,0,Away,West Brom 3-0 Southampton
Sheffield Utd,0.37,0,Home,Sheffield Utd 0-3 Arsenal
Arsenal,1.81,3,Away,Sheffield Utd 0-3 Arsenal
Spurs,1.06,1,Home,Spurs 1-3 Man Utd
Man Utd,2.24,3,Away,Spurs 1-3 Man Utd
West Ham,1.07,3,Home,West Ham 3-2 Leicester
Leicester,1.15,2,Away,West Ham 3-2 Leicester
Burnley,2.00,1,Home,Burnley 1-2 Newcastle
Newcastle,1.39,2,Away,Burnley 1-2 Newcastle
C Palace,0.36,1,Home,C Palace 1-4 Chelsea
Chelsea,3.38,4,Away,C Palace 1-4 Chelsea
Liverpool,2.37,2,Home,Liverpool 2-1 Aston Villa
Aston Villa,0.67,1,Away,Liverpool 2-1 Aston Villa
Man City,2.24,1,Home,Man City 1-2 Leeds
Leeds,0.23,2,Away,Man City 1-2 Leeds
Fulham,0.96,0,Home,Fulham 0-1 Wolves
Wolves,0.58,1,Away,Fulham 0-1 Wolves
Granada,0.40,0,Home,Granada 0-2 Man Utd
Man Utd,2.10,2,Away,Granada 0-2 Man Utd
Arsenal,2.02,1,Home,Arsenal 1-1 Slavia Prague
Slavia Prague,0.77,1,Away,Arsenal 1-1 Slavia Prague
Bayern,4.14,2,Home,Bayern 2-3 PSG
PSG,1.54,3,Away,Bayern 2-3 PSG
Porto,1.68,0,Home,Porto 0-2 Chelsea
Chelsea,1.87,2,Away,Porto 0-2 Chelsea
Real Madrid,1.93,3,Home,Real Madrid 3-1 Liverpool
Liverpool,0.79,1,Away,Real Madrid 3-1 Liverpool
Man City,2.07,2,Home,Man City 2-1 Dortmund
Dortmund,1.02,1,Away,Man City 2-1 Dortmund
Wolves,2.57,2,Home,Wolves 2-3 West Ham
West Ham,1.55,3,Away,Wolves 2-3 West Ham
Everton,2.64,1,Home,Everton 1-1 Crystal Palace
